Position,EnergyPC,FrequencyPC,Energy,Frequency
0.25,0,0,23.830381192060255,86.1328125
0.5,-1,0,22.92500675246956,86.1328125
0.75,-2,0,21.873122817848078,86.1328125
1.0,-3,0,20.269158392136333,86.1328125
1.25,-2,0,21.77136899395024,86.1328125
1.5,-3,-1,19.62932796621655,64.599609375
1.75,-2,0,20.020772767630852,86.1328125
2.0,-1,0,20.77744519330835,86.1328125
2.5,0,0,20.86441473789746,86.1328125
3.0,-1,0,20.262163723456798,86.1328125
3.5,-2,0,17.286380903449118,86.1328125
4.0,-1,0,17.64754122327202,86.1328125
4.5,0,0,18.89134193931326,86.1328125
31.75,1,0,21.620322311167364,86.1328125
32.0,0,0,21.18984377591072,86.1328125
32.25,-1,-1,20.129918766762792,43.06640625
32.5,0,-1,20.447881302040525,43.06640625
32.75,-1,-1,19.873615042593574,43.06640625
33.0,0,-1,20.65923754422792,43.06640625
33.25,-1,0,20.14298297752099,86.1328125
33.5,0,-1,20.767882748192278,43.06640625
33.75,1,-1,21.068849299004174,43.06640625
34.0,0,-1,20.005733368376745,43.06640625
34.25,1,-1,20.79396409448529,43.06640625
34.5,0,-1,20.447768056826824,43.06640625
34.75,-1,-1,19.57438811207257,43.06640625
35.0,-2,-1,19.475463959752183,43.06640625
35.25,-3,-1,17.857347083753133,43.06640625
35.5,-2,0,18.191941713013616,86.1328125
37.75,-3,-1,17.976319764823103,64.599609375
38.25,-4,-1,17.54792686970655,64.599609375
38.5,-3,-1,18.612951323209895,64.599609375
38.75,-4,-1,18.271193482940717,64.599609375
39.0,-3,-1,18.708891454755403,64.599609375
39.25,-2,-1,19.14088975348283,64.599609375
39.5,-1,-1,19.375348621669993,64.599609375
39.75,-2,-1,18.962511245666363,64.599609375
40.0,-3,-1,17.585496264781675,64.599609375
40.25,-2,-1,17.67593943941811,64.599609375
40.5,-1,-1,18.59965073712335,64.599609375
40.75,0,-1,19.766255280669046,64.599609375
41.0,1,-1,19.85154655197255,64.599609375
41.25,2,-1,20.106752473568434,64.599609375
41.5,1,-2,19.824586873068164,43.06640625
41.75,2,-1,20.60154198190596,64.599609375
42.0,3,-1,21.095134980141133,64.599609375
42.25,4,-1,21.12067630448192,64.599609375
42.5,3,-1,20.431730700560156,64.599609375
42.75,2,-1,20.402443976204985,64.599609375
43.0,1,-1,20.235834626695794,64.599609375
43.25,0,-1,19.92662555952117,64.599609375
43.5,1,0,21.417301514089825,86.1328125
43.75,2,0,22.127501178168938,86.1328125
44.0,1,0,21.44370397638673,86.1328125
44.25,0,0,20.76427870327169,86.1328125
44.5,-1,0,19.771434207233664,86.1328125
44.75,-2,0,19.500842209849413,86.1328125
45.0,-3,0,19.42702075482744,86.1328125
45.25,-2,0,19.684361358863335,86.1328125
45.5,-1,0,20.231252882198515,86.1328125
45.75,0,0,20.277570226739275,86.1328125
46.0,1,0,20.79360548981406,86.1328125
46.25,2,0,21.278039808004547,86.1328125
46.5,1,0,20.928259626063976,86.1328125
46.75,0,0,19.78685360062031,86.1328125
47.0,-1,0,19.079984206786072,86.1328125
47.25,-2,0,18.32190874271577,86.1328125
48.0,-1,0,19.197673232143536,86.1328125
48.25,0,0,19.853905905154615,86.1328125
48.5,1,0,20.89672175878139,86.1328125
48.75,2,0,21.481440055317126,86.1328125
49.0,1,0,20.94814740451975,86.1328125
49.25,2,0,21.369177744330692,86.1328125
49.5,1,0,21.33920124818749,86.1328125
49.75,0,0,19.68955385877705,86.1328125
50.0,-1,-1,19.200433054137932,43.06640625
50.25,-2,-1,17.987506002865214,43.06640625
50.5,-1,-1,18.77243090019707,43.06640625
50.75,0,0,19.74702760834571,86.1328125
51.0,-1,0,18.28227360953132,86.1328125
51.25,0,0,19.79583020772103,86.1328125
52.25,-1,-1,17.687355981459387,64.599609375
52.5,0,-1,18.54681709374291,64.599609375
52.75,1,-1,19.51337656663879,64.599609375
53.0,0,-1,17.871919951095133,64.599609375
53.25,-1,-1,17.853983995267402,64.599609375
53.5,0,-1,18.395663490359112,64.599609375
53.75,-1,-1,17.590068208347986,64.599609375
54.0,-2,-1,17.446744552528507,64.599609375
54.25,-1,-1,17.84091212209119,64.599609375
54.5,-2,-1,17.349038823917414,64.599609375
54.75,-1,-1,18.563793398660092,64.599609375
55.0,0,-1,18.797106178256183,64.599609375
55.25,1,-1,19.66436434509642,64.599609375
55.5,2,-1,20.141943883485204,64.599609375
55.75,3,-1,20.73026418062732,64.599609375
56.0,2,-1,19.897683195258356,64.599609375
56.25,3,-1,20.148762279644853,64.599609375
56.5,2,-1,19.088315620465366,64.599609375
56.75,1,-1,18.87455555097548,64.599609375
57.0,2,-1,19.6987337724458,64.599609375
57.25,1,-1,18.79765875815103,64.599609375
57.5,2,-1,18.83654339805647,64.599609375
57.75,3,-1,19.68929645508577,64.599609375
58.0,2,-1,19.68501780234783,64.599609375
58.25,3,-1,19.775120821729704,64.599609375
58.5,4,-1,20.42909063578666,64.599609375
58.75,3,-1,19.912375487214177,64.599609375
59.0,2,-2,19.037686231375393,43.06640625
59.25,3,-2,19.40981421817566,43.06640625
59.5,4,-2,20.05425129461164,43.06640625
59.75,3,-2,19.52462761229671,43.06640625
60.0,2,-1,19.38859705866538,86.1328125
60.25,3,-1,20.425498733516534,86.1328125
60.5,4,-1,21.50092219648688,86.1328125
60.75,5,-1,21.955257848203452,86.1328125
61.0,6,-1,22.335143286232405,86.1328125
61.25,5,-1,22.331187075173755,86.1328125
61.5,4,-1,21.92588538059569,86.1328125
61.75,3,-1,21.261309913112978,86.1328125
62.0,2,-1,20.227295832736864,86.1328125
62.25,1,-1,19.772900796528706,86.1328125
62.5,0,-1,18.388770425424905,86.1328125
63.0,-1,-1,18.316800900405642,86.1328125
63.25,0,-1,23.164675628788082,86.1328125
63.5,-1,-2,18.85919445637824,43.06640625
64.25,0,-1,22.913735689001776,64.599609375
64.5,-1,-2,18.728234110920383,43.06640625
65.25,0,-1,23.41604166015566,64.599609375
65.5,-1,-2,18.62178273261362,43.06640625
66.25,0,-1,23.610965873680165,64.599609375
66.5,-1,-2,18.425753673111586,43.06640625
67.25,0,-1,23.332412619405716,64.599609375
67.5,-1,-2,18.53366488573687,43.06640625
68.25,0,-1,22.793440783744163,64.599609375
68.5,-1,-2,17.5302949282504,43.06640625
69.25,0,-1,22.494475707568693,64.599609375
69.5,-1,-2,18.067179407581484,43.06640625
70.25,0,-1,21.72200728754525,64.599609375
71.25,-1,-1,20.960443145289076,64.599609375
72.25,0,-1,21.02701211581791,64.599609375
73.0,-1,0,17.193967770218766,86.1328125
73.25,0,-1,19.928613034600392,43.06640625
74.0,-1,0,17.51161744245078,86.1328125
74.25,0,-1,18.77546612292351,64.599609375
75.0,1,0,19.19748661439379,86.1328125
75.25,2,-1,20.040626095236277,43.06640625
76.0,3,0,21.0289676927041,86.1328125
76.25,2,-1,19.354638015695524,43.06640625
77.0,3,0,22.52777107380499,86.1328125
77.25,2,-1,20.172671763685454,43.06640625
79.0,3,0,21.336333758983468,86.1328125
79.25,2,-1,17.81068296893727,43.06640625
79.5,3,0,21.89619082860861,86.1328125
80.0,2,0,20.70199161573022,86.1328125
80.5,1,0,19.603135969947093,86.1328125
81.0,0,0,17.87877101372072,86.1328125
94.75,1,0,25.966820404658275,86.1328125
95.0,0,-1,23.232595306905427,43.06640625
95.25,-1,-1,22.709811988643317,43.06640625
95.5,0,-1,25.8256315425108,43.06640625
95.75,1,-1,26.607188580816423,43.06640625
96.0,0,-1,26.178788282792084,43.06640625
96.25,1,-1,26.410926941023366,43.06640625
96.5,2,-1,26.79755129197986,43.06640625
96.75,1,-1,24.98840794090695,43.06640625
97.0,2,-1,25.886270761479867,43.06640625
97.25,3,-1,26.63264162176216,43.06640625
97.5,2,-1,26.40594788441652,43.06640625
97.75,3,0,28.395727304477134,86.1328125
98.0,2,-1,24.308991585831112,43.06640625
98.25,1,0,23.861231446428523,64.599609375
98.5,2,0,25.60977248212265,64.599609375
98.75,1,0,25.256425831979897,64.599609375
99.0,2,0,25.434302568502414,64.599609375
99.25,3,0,25.832166485628264,64.599609375
99.5,4,0,26.064476395416435,64.599609375
99.75,3,0,25.285878926011918,64.599609375
100.0,4,0,25.70206807063579,64.599609375
100.25,5,0,27.50616681052266,64.599609375
100.5,4,-1,23.308515570111776,43.06640625
102.75,5,0,28.01457551912151,64.599609375
103.0,4,-1,24.07108253989799,43.06640625
103.25,5,0,24.587417119087856,64.599609375
103.5,6,0,24.98567767722262,64.599609375
103.75,5,0,24.69989959896734,64.599609375
104.0,6,0,25.41051264330331,64.599609375
104.25,5,0,25.293108405823762,64.599609375
104.5,4,0,24.381208257046264,64.599609375
104.75,5,0,24.405935877508526,64.599609375
105.0,6,0,25.165688498811978,64.599609375
105.25,5,0,25.161568020029627,64.599609375
105.5,4,0,25.09566330414712,64.599609375
105.75,5,0,26.675831528528995,64.599609375
106.0,4,0,22.755242549029987,64.599609375
106.25,5,0,25.536969329970184,64.599609375
106.5,6,0,26.08061564686421,64.599609375
106.75,7,0,26.25325606139605,64.599609375
107.0,8,0,26.386444676214694,64.599609375
107.25,9,0,26.808908757526225,64.599609375
107.5,8,0,26.54923633316569,64.599609375
107.75,9,0,26.599615851141497,64.599609375
108.0,10,0,26.82706032696583,64.599609375
108.25,11,0,27.019456464368364,64.599609375
108.5,10,0,23.573696194342894,64.599609375
110.5,11,1,24.655053366808968,86.1328125
110.75,12,0,26.134632422563637,43.06640625
111.0,11,0,24.707930742233923,43.06640625
111.25,12,0,26.368124252935363,43.06640625
111.5,13,0,26.69841725548807,43.06640625
111.75,12,0,26.388256371858855,43.06640625
112.0,13,0,26.89458598982746,43.06640625
112.25,12,0,26.84580715587213,43.06640625
112.5,11,0,24.55259996527666,43.06640625
112.75,12,0,26.13094313964501,43.06640625
113.0,13,1,27.36332344886254,86.1328125
113.25,12,0,23.23465518336558,64.599609375
113.5,13,1,27.66056745902972,86.1328125
113.75,12,0,24.420327430107605,43.06640625
114.0,11,1,24.27546197778256,64.599609375
114.25,12,1,25.497402805780002,64.599609375
114.5,11,1,24.82756813776133,64.599609375
114.75,12,1,25.44581743944432,64.599609375
115.0,13,1,25.794387482718125,64.599609375
115.25,14,1,26.062629109417422,64.599609375
115.5,13,1,25.61862449099682,64.599609375
115.75,14,1,25.690825009175366,64.599609375
116.0,15,1,26.344203186296102,64.599609375
116.25,16,2,28.222777835017567,86.1328125
118.5,15,1,28.110352401366605,64.599609375
118.75,14,0,22.08671239922984,43.06640625
119.0,15,1,23.59598429588869,64.599609375
119.25,16,1,24.977736538733332,64.599609375
119.5,15,1,24.554625348405764,64.599609375
119.75,16,1,24.718285563614224,64.599609375
120.0,17,1,25.00667027437389,64.599609375
120.25,16,1,24.919489118643337,64.599609375
120.5,15,1,24.03242008509311,64.599609375
120.75,16,1,24.85123462042086,64.599609375
121.0,17,1,25.418290178973052,64.599609375
121.25,16,1,24.79543792871667,64.599609375
121.5,17,1,26.94322322526869,64.599609375
121.75,16,1,21.957581481960776,64.599609375
122.0,17,1,25.262366945178627,64.599609375
122.25,18,1,26.140967379368746,64.599609375
122.5,17,1,25.727591009105492,64.599609375
122.75,18,1,26.23263280176173,64.599609375
123.0,19,1,26.64367952720673,64.599609375
123.25,20,1,26.67366605050504,64.599609375
123.5,19,1,25.921536700345563,64.599609375
123.75,20,1,26.588592441205495,64.599609375
124.0,19,1,25.225673394895903,64.599609375
124.25,18,1,24.592519364246446,64.599609375
126.25,17,2,21.58097192291681,86.1328125
126.5,18,1,24.87319387069824,43.06640625
126.75,17,1,21.2657559951651,43.06640625
129.25,18,2,25.242141998533768,86.1328125
129.5,17,1,24.216170127701954,43.06640625
129.75,16,2,23.524369402292727,64.599609375
130.0,17,2,25.37489640358588,64.599609375
130.25,18,2,25.615695064028138,64.599609375
130.5,17,2,25.219855660424116,64.599609375
130.75,18,2,25.407387180590156,64.599609375
131.0,19,2,25.745552852768334,64.599609375
131.25,18,2,25.574761936164784,64.599609375
131.5,17,2,25.572659890218894,64.599609375
131.75,18,3,27.78791972476248,86.1328125
132.0,17,2,25.177716889555263,43.06640625
134.25,18,3,27.985677675027883,86.1328125
134.5,17,2,23.173802638121476,43.06640625
134.75,18,3,23.297430187139906,64.599609375
135.0,19,3,23.459056452670115,64.599609375
